Token	Repeticiones	#Documentos	IDF
szavazni	7	6	1.925999
szavaznia	1	1	2.704151
szavazo	3	2	2.403121
szavazobazisat	1	1	2.704151
szavazobazist	1	1	2.704151
szavazobazistteremteni	1	1	2.704151
szavazogepezetenek	1	1	2.704151
szavazoinak	1	1	2.704151
szavazoit	2	2	2.403121
szavazoitobbnyire	1	1	2.704151
szavazok	7	6	1.925999
szavazokat	1	1	2.704151
szavazopolgar	1	1	2.704151
szavazopolgart	1	1	2.704151
szavazotabor	1	1	2.704151
szavazotabora	1	1	2.704151
szavazotaboruk	2	2	2.403121
szavazotomeg	1	1	2.704151
szavazott	11	9	1.749908
szavazta	2	2	2.403121
szavaztak	4	3	2.227029
szavazunk	1	1	2.704151
szavazva	1	1	2.704151
szavazzak	2	1	2.704151
szavazzanak	1	1	2.704151
szavukat	1	1	2.704151
szavunk	1	1	2.704151
szaz	33	21	1.381931
szazad	4	4	2.102091
szazadban	6	4	2.102091
szazadbantobb	1	1	2.704151
szazadeleji	1	1	2.704151
szazadi	4	3	2.227029
szazadik	1	1	2.704151
szazadok	1	1	2.704151
szazadokon	1	1	2.704151
szazados	2	2	2.403121
szazadra	1	1	2.704151
szazadszan	1	1	2.704151
szazait	1	1	2.704151
szazalek	51	22	1.361728
szazaleka	49	21	1.381931
szazalekaban	2	2	2.403121
szazalekait	1	1	2.704151
szazalekajarhat	1	1	2.704151
szazalekalatja	1	1	2.704151
szazalekanak	5	4	2.102091
szazalekanal	3	3	2.227029
szazalekaszerint	1	1	2.704151
szazalekat	20	13	1.590207
szazalekaval	1	1	2.704151
szazalekban	5	2	2.403121
szazalekbanvaltozatlan	1	1	2.704151
szazalekig	1	1	2.704151
szazalekinflacio	1	1	2.704151
szazalekkal	59	23	1.342423
szazalekkalcsokkentette	1	1	2.704151
szazalekkalnott	1	1	2.704151
szazalekkalnovekedett	1	1	2.704151
szazaleknak	4	3	2.227029
szazaleknakvaltozatlan	1	1	2.704151
szazaleknal	2	2	2.403121
szazaleknyi	2	2	2.403121
szazalekon	2	2	2.403121
szazalekos	90	29	1.241753
szazalekoshoz	1	1	2.704151
szazalekosinflacio	1	1	2.704151
szazalekosjovedelem	1	1	2.704151
szazalekosleertekelesi	1	1	2.704151
szazalekosnal	2	2	2.403121
szazalekosra	2	2	2.403121
szazalekot	15	11	1.662758
szazalekpontos	1	1	2.704151
szazalekponttal	1	1	2.704151
szazalekponttalcsokkenne	1	1	2.704151
szazalekra	12	9	1.749908
szazalekrol	2	2	2.403121
szazalekroljovore	1	1	2.704151
szazalekrolszoltak	1	1	2.704151
szazalekszerint	1	1	2.704151
szazalekuk	1	1	2.704151
szazalekuknal	1	1	2.704151
szazalkos	1	1	2.704151
szazas	2	2	2.403121
szazasaval	1	1	2.704151
szazat	1	1	2.704151
szazert	2	1	2.704151
szazevvel	1	1	2.704151
szazezer	4	4	2.102091
szazezrei	2	2	2.403121
szazezrek	1	1	2.704151
szazezreket	1	1	2.704151
szazezres	2	2	2.403121
szazfele	1	1	2.704151
szazhuszert	1	1	2.704151
szazmilliard	1	1	2.704151
szazmilliardos	1	1	2.704151
szazmillio	9	5	2.005181
szazmilliokert	1	1	2.704151
szazmillios	7	5	2.005181
szazmilliosadocsalassal	1	1	2.704151
szazmilliot	2	2	2.403121
szazotven	1	1	2.704151
szazotvenmillio	1	1	2.704151
szazotvenmillios	1	1	2.704151
szazszor	3	3	2.227029
szazszorakkora	1	1	2.704151
szben	3	2	2.403121
szbk	1	1	2.704151
szcenario	1	1	2.704151
szdsz	276	39	1.113086
szdszhatarozottan	1	1	2.704151
szdszkategorikusan	1	1	2.704151
szdszkormanynak	1	1	2.704151
szdszmaffiaval	1	1	2.704151
szdszpolitikusa	1	1	2.704151
sze	3	2	2.403121
szebb	2	2	2.403121
szebben	1	1	2.704151
szeben	1	1	2.704151
szechenyi	1	1	2.704151
szechenyihez	1	1	2.704151
szechenyit	1	1	2.704151
szed	1	1	2.704151
szedelges	1	1	2.704151
szedelgo	2	2	2.403121
szedessel	1	1	2.704151
szedik	1	1	2.704151
szedne	2	2	2.403121
szedte	1	1	2.704151
szedtek	2	1	2.704151
szedulnek	1	1	2.704151
szedve	2	2	2.403121
szef	5	3	2.227029
szeg	2	1	2.704151
szeged	14	10	1.704151
szegeden	1	1	2.704151
szegedennikolits	1	1	2.704151
szegedi	8	5	2.005181
szegeditorteneszprofesszor	1	1	2.704151
szegennye	1	1	2.704151
szegeny	8	8	1.801061
szegenyebb	2	2	2.403121
szegenyebbek	2	2	2.403121
szegenyek	3	3	2.227029
szegenyekre	1	1	2.704151
szegenyember	1	1	2.704151
szegenykek	1	1	2.704151
szegenyseg	2	1	2.704151
szegenysegi	3	2	2.403121
szegenyszagu	1	1	2.704151
szegenyt	1	1	2.704151
szegezett	1	1	2.704151
szegezte	1	1	2.704151
szeghalmi	2	1	2.704151
szegi	2	1	2.704151
szegletere	1	1	2.704151
szegodott	1	1	2.704151
szegte	1	1	2.704151
szegvari	1	1	2.704151
szegyell	1	1	2.704151
szegyellem	1	1	2.704151
szegyelli	2	2	2.403121
szegyellnie	3	2	2.403121
szegyen	4	3	2.227029
szegyeniti	1	1	2.704151
szegyenkeznunk	1	1	2.704151
szegyenkezve	1	1	2.704151
szegyenletes	2	2	2.403121
szegyenletesebb	1	1	2.704151
szegyenlos	1	1	2.704151
szegyenlosek	1	1	2.704151
szegyenteljes	1	1	2.704151
szegyenteljesen	2	2	2.403121
szejm	1	1	2.704151
szek	1	1	2.704151
szekbe	1	1	2.704151
szekeben	1	1	2.704151
szekelo	1	1	2.704151
szekely	10	5	2.005181
szekelyfoldon	1	1	2.704151
szekelyudvarhelyi	2	1	2.704151
szekeres	25	12	1.624969
szekeresnegy	1	1	2.704151
szekeret	2	2	2.403121
szekerezett	1	1	2.704151
szekes	1	1	2.704151
szekesegyhaz	1	1	2.704151
szeket	4	4	2.102091
szekhazaba	1	1	2.704151
szekhazaban	3	3	2.227029
szekhazanak	1	1	2.704151
szekhelyen	1	1	2.704151
szekhelyu	3	3	2.227029
szekletmintak	1	1	2.704151
szeknek	1	1	2.704151
szekrenyben	1	1	2.704151
szeksorokban	1	1	2.704151
szekszardi	3	2	2.403121
szekszardiakrol	1	1	2.704151
szekszardon	1	1	2.704151
szekszualis	2	2	2.403121
szekta	1	1	2.704151
szektaelferdit	1	1	2.704151
szektanak	1	1	2.704151
szektor	3	3	2.227029
szektorban	2	2	2.403121
szektorsemlegesseg	2	1	2.704151
szekukhoz	1	1	2.704151
szekuritateellenallas	1	1	2.704151
szel	10	9	1.749908
szele	1	1	2.704151
szelek	1	1	2.704151
szelekcio	1	1	2.704151
szelektiv	2	1	2.704151
szelen	4	4	2.102091
szelenyi	4	3	2.227029
szelenyit	1	1	2.704151
szelere	2	2	2.403121
szeles	7	6	1.925999
szelesebb	3	3	2.227029
szelesiteni	1	1	2.704151
szelesitesere	1	1	2.704151
szelesiteset	1	1	2.704151
szelesitett	1	1	2.704151
szelesitse	1	1	2.704151
szelesitsek	1	1	2.704151
szeleskoruen	1	1	2.704151
szelet	1	1	2.704151
szeletei	1	1	2.704151
szelhamosok	1	1	2.704151
szeli	1	1	2.704151
szelid	3	3	2.227029
szeliranyokat	1	1	2.704151
szeljegyzet	1	1	2.704151
szellem	2	2	2.403121
szellemben	2	2	2.403121
szelleme	3	3	2.227029
szellemesliberalis	1	1	2.704151
szellemet	1	1	2.704151
szellemi	40	19	1.425397
szellemiaramlatokhoz	1	1	2.704151
szellemielmaradottsag	1	1	2.704151
szellemihagyatekul	1	1	2.704151
szellemihigienes	1	1	2.704151
szellemikiskorusagban	1	1	2.704151
szellemis	3	1	2.704151
szellemiseg	2	2	2.403121
szellemisege	1	1	2.704151
szellemisegenek	1	1	2.704151
szellemiseget	2	2	2.403121
szellemisegetol	1	1	2.704151
szellemiseggel	1	1	2.704151
szellemisegugazdasagpolitikaja	1	1	2.704151
szellemmel	1	1	2.704151
szellemu	3	3	2.227029
szellemunemesseggel	1	1	2.704151
szellemunk	1	1	2.704151
szelnek	2	2	2.403121
szelsobal	1	1	2.704151
szelsobalos	1	1	2.704151
szelsobalt	1	1	2.704151
szelsojobb	3	2	2.403121
szelsojobboldalbohocainak	1	1	2.704151
szelsojobboldali	2	2	2.403121
szelsojobboldalinak	1	1	2.704151
szelsojobboldalkiszoritasaban	1	1	2.704151
szelsojobboldalrol	1	1	2.704151
szelsoseg	1	1	2.704151
szelsosegek	1	1	2.704151
szelsosegekkel	1	1	2.704151
szelsosegektol	1	1	2.704151
szelsosegelleni	1	1	2.704151
szelsoseges	18	14	1.558022
szelsosegesek	1	1	2.704151
szelsosegesen	4	3	2.227029
szelsosegesennacionalistanak	1	1	2.704151
szelsosegeseroktol	1	1	2.704151
szelsosegesmegnyilatkozasokkal	1	1	2.704151
szelsosegesnek	1	1	2.704151
szelsosegesnekkialtsak	1	1	2.704151
szelsosegesseg	1	1	2.704151
szelutest	1	1	2.704151
szem	20	7	1.859052
szembe	7	5	2.005181
szembeallitani	2	2	2.403121
szembejovoket	1	1	2.704151
szemben	97	34	1.172672
szembenallast	1	1	2.704151
szembenallnia	1	1	2.704151
szembenezett	1	1	2.704151
szembeneznunk	1	1	2.704151
szembenezzenekonmagukkal	1	1	2.704151
szembenfelmerult	1	1	2.704151
szembeni	6	5	2.005181
szembenkeresletvisszafogassal	1	1	2.704151
szembenvisszataszito	1	1	2.704151
szember	1	1	2.704151
szembesuelnuenk	1	1	2.704151
szembesz	1	1	2.704151
szembeszegulo	1	1	2.704151
szembetuno	2	2	2.403121
szeme	4	4	2.102091
szemebe	6	5	2.005181
szemeben	5	4	2.102091
szemed	1	1	2.704151
szemellyel	1	1	2.704151
szemelveny	1	1	2.704151
szemelvenyeket	1	1	2.704151
szemely	11	9	1.749908
szemelyauto	2	2	2.403121
szemelyautoval	1	1	2.704151
szemelye	1	1	2.704151
szemelyeben	3	3	2.227029
szemelyebenugyanolyan	1	1	2.704151
szemelyei	3	1	2.704151
szemelyek	25	7	1.859052
szemelyekben	2	1	2.704151
szemelyekceltudatosan	1	1	2.704151
szemelyekellenorzeset	1	1	2.704151
szemelyeket	4	4	2.102091
szemelyekkel	1	1	2.704151
szemelyeknek	4	1	2.704151
szemelyeknekegyfajta	1	1	2.704151
szemelyeknel	2	1	2.704151
szemelyekre	1	1	2.704151
szemelyenkeresztul	1	1	2.704151
szemelyere	1	1	2.704151
szemelyerol	1	1	2.704151
szemelyes	14	10	1.704151
szemelyesambiciok	1	1	2.704151
szemelyesen	7	7	1.859052
szemelyeserdekeltsegeik	1	1	2.704151
szemelyeserintettseg	1	1	2.704151
szemelyeskapcsolatok	2	2	2.403121
szemelyesszimpatia	1	1	2.704151
szemelyet	2	2	2.403121
szemelyevel	2	2	2.403121
szemelygepkocsi	1	1	2.704151
szemelygepkocsikat	1	1	2.704151
szemelygepkocsiknal	1	1	2.704151
szemelyhez	1	1	2.704151
szemelyi	14	9	1.749908
szemelyiadokbol	1	1	2.704151
szemelyijovedelamado	1	1	2.704151
szemelyijovedelemado	3	2	2.403121
szemelyikarteritesre	1	1	2.704151
szemelyikepzesere	1	1	2.704151
szemelyiseg	6	6	1.925999
szemelyisegei	1	1	2.704151
szemelyisegek	3	2	2.403121
szemelyisegeket	1	1	2.704151
szemelyisegemegkeresett	1	1	2.704151
szemelyiseget	3	3	2.227029
szemelyisegge	1	1	2.704151
szemelyisegi	3	3	2.227029
szemelyisegjoga	1	1	2.704151
szemelyisegjoganak	1	1	2.704151
szemelyisegjogot	1	1	2.704151
szemelyisegnekis	1	1	2.704151
szemelyisegre	1	1	2.704151
szemelylatja	1	1	2.704151
szemelynek	1	1	2.704151
szemelyre	2	1	2.704151
szemelyt	3	3	2.227029
szemelyzet	1	1	2.704151
szemem	2	2	2.403121
szemen	1	1	2.704151
szemenszedett	1	1	2.704151
szemere	4	3	2.227029
szemermesen	1	1	2.704151
szemermetlen	2	2	2.403121
szemermetlenul	1	1	2.704151
szemert	2	1	2.704151
szemes	1	1	2.704151
szemet	16	12	1.624969
szemetdomb	1	1	2.704151
szemetet	3	2	2.403121
szemetlada	1	1	2.704151
szemetseg	1	1	2.704151
szemettelepre	1	1	2.704151
szemevel	2	2	2.403121
szemfenyvesztes	2	2	2.403121
szemforgatok	1	1	2.704151
szeminariumi	2	1	2.704151
szeminariumok	1	1	2.704151
szeminariumon	1	1	2.704151
szeminariumot	1	1	2.704151
szemkiszuras	2	1	2.704151
szemklinikaja	1	1	2.704151
szemklinikan	1	1	2.704151
szeml	2	1	2.704151
szemlatomast	1	1	2.704151
szemlelet	2	2	2.403121
szemleletebolfakadoan	1	1	2.704151
szemleletet	1	1	2.704151
szemleletu	2	2	2.403121
szemlelik	1	1	2.704151
szemlelni	1	1	2.704151
szemlelo	1	1	2.704151
szemleloben	1	1	2.704151
szemleloi	1	1	2.704151
szemlelokent	1	1	2.704151
szemlelte	1	1	2.704151
szemlenkben	1	1	2.704151
szemmel	6	5	2.005181
szemoldoket	1	1	2.704151
szemorvos	1	1	2.704151
szempont	7	7	1.859052
szempontb	2	2	2.403121
szempontbol	15	10	1.704151
szempontj	4	2	2.403121
szempontjabol	14	10	1.704151
szempontjaboleredmenyesnek	1	1	2.704151
szempontjabolmagyarorszagot	1	1	2.704151
szempontjabolszinte	1	1	2.704151
szempontjai	1	1	2.704151
szempontjaink	1	1	2.704151
szempontjait	1	1	2.704151
szempontnem	1	1	2.704151
szempontok	6	6	1.925999
szempontokat	2	2	2.403121
szempontokra	1	1	2.704151
szemrebbenes	2	1	2.704151
szemrehanyasok	1	1	2.704151
szemszogbol	1	1	2.704151
szemszogebol	1	1	2.704151
szemtanu	1	1	2.704151
szemtanui	1	1	2.704151
szemtanuk	1	1	2.704151
szemtelen	2	2	2.403121
szemtelenkedik	1	1	2.704151
szemtelenul	1	1	2.704151
szemuk	1	1	2.704151
szemunk	2	2	2.403121
szemunkben	1	1	2.704151
szemuveges	1	1	2.704151
szen	7	3	2.227029
szenabalak	1	1	2.704151
szenan	1	1	2.704151
szenasi	2	1	2.704151
szenat	1	1	2.704151
szenator	6	3	2.227029
szenatus	2	2	2.403121
szenatusban	1	1	2.704151
szenatusnak	1	1	2.704151
szendergo	1	1	2.704151
szenegal	2	2	2.403121
szenegalnak	1	1	2.704151
szenegalnal	1	1	2.704151
szenet	1	1	2.704151
szenny	1	1	2.704151
szennyben	1	1	2.704151
szennye	1	1	2.704151
szennyes	1	1	2.704151
szennyet	2	2	2.403121
szennyezes	1	1	2.704151
szennyezese	1	1	2.704151
szennyezodesenek	1	1	2.704151
szennyeztek	1	1	2.704151
szennylapjaikban	1	1	2.704151
szennypatak	1	1	2.704151
szennysajtot	1	1	2.704151
szennyvizet	1	1	2.704151
szenszallitasokrol	1	1	2.704151
szent	78	34	1.172672
szentatus	1	1	2.704151
szentatya	4	2	2.403121
szente	1	1	2.704151
szentel	2	1	2.704151
szenteletu	1	1	2.704151
szenteli	1	1	2.704151
szentelt	4	3	2.227029
szenteltek	4	4	2.102091
szenteltvizzel	1	1	2.704151
szentelyben	1	1	2.704151
szentelyebol	1	1	2.704151
szentendrei	1	1	2.704151
szentendren	1	1	2.704151
szentesitette	1	1	2.704151
szentesitheti	1	1	2.704151
szentesiti	2	2	2.403121
szentfoldon	1	1	2.704151
szentgalosker	1	1	2.704151
szentgyorgyi	1	1	2.704151
szenthagyomanyokra	1	1	2.704151
szentigaz	1	1	2.704151
szentirasban	1	1	2.704151
szentirasra	2	2	2.403121
szentivanyi	5	4	2.102091
szentjoby	1	1	2.704151
szentkep	1	1	2.704151
szentkepek	1	1	2.704151
szentlorinci	1	1	2.704151
szentmihalyi	1	1	2.704151
szentmisejere	1	1	2.704151
szentmiset	1	1	2.704151
szentpeteri	1	1	2.704151
szents	1	1	2.704151
szentsegenek	1	1	2.704151
szentseggyalazast	1	1	2.704151
szentseghaz	1	1	2.704151
szentsegit	1	1	2.704151
szentszek	2	1	2.704151
szentuzeleshez	1	1	2.704151
szenved	2	2	2.403121
szenvedd	1	1	2.704151
szenvedelyekben	1	1	2.704151
szenvedelyesseggel	1	1	2.704151
szenvedes	1	1	2.704151
szenvedesere	1	1	2.704151
szenvedett	7	4	2.102091
szenvedettkart	1	1	2.704151
szenvedhet	1	1	2.704151
szenvedjen	1	1	2.704151
szenvedni	1	1	2.704151
szenvedniuk	1	1	2.704151
szenvedo	4	2	2.403121
szenvedtek	3	3	2.227029
szenvtelenul	1	1	2.704151
szenz	1	1	2.704151
szenzacioja	2	2	2.403121
szenzacionak	2	1	2.704151
szenzacios	1	1	2.704151
szenzitiv	2	2	2.403121
szep	36	20	1.403121
szeparatista	1	1	2.704151
szepen	6	4	2.102091
szepfeher	1	1	2.704151
szepirodalmi	1	1	2.704151
szepit	1	1	2.704151
szepitesre	1	1	2.704151
szepitsek	1	1	2.704151
szepszamban	1	1	2.704151
szeptember	13	10	1.704151
szeptemberben	14	6	1.925999
szeptemberetol	1	1	2.704151
szeptemberi	3	3	2.227029
szeptemberre	5	4	2.102091
szeptemberremukodeskeptelenne	1	1	2.704151
szeptembert	1	1	2.704151
szeptembertol	3	3	2.227029
szepul	1	1	2.704151
szer	3	3	2.227029
szerb	24	15	1.528059
szerbek	15	9	1.749908
szerbekkikoltozese	1	1	2.704151
szerbet	1	1	2.704151
szerbia	6	5	2.005181
szerbiaban	4	4	2.102091
szerbiai	1	1	2.704151
szerbnyelvuoktatoi	1	1	2.704151
szerbpolitikusok	1	1	2.704151
szerbvonatkoz	1	1	2.704151
szerda	3	3	2.227029
szerdahelyiszabolcs	1	1	2.704151
szerdai	9	6	1.925999
szerdan	23	9	1.749908
szerdanhorn	1	1	2.704151
szerdanhozott	1	1	2.704151
szerdankent	1	1	2.704151
szerdara	1	1	2.704151
szerdatol	1	1	2.704151
szerek	2	2	2.403121
szerelmi	1	1	2.704151
szerelni	1	1	2.704151
szerelo	2	1	2.704151
szerelt	1	1	2.704151
szerelveny	1	1	2.704151
szerencs	1	1	2.704151
szerencse	1	1	2.704151
szerencsejatek	2	1	2.704151
szerencsejuk	1	1	2.704151
szerencsere	4	4	2.102091
szerencses	5	5	2.005181
szerencsesebb	1	1	2.704151
szerencsesnek	1	1	2.704151
szerencsesstrukturat	1	1	2.704151
szerencsetlen	8	6	1.925999
szerencsetlenek	1	1	2.704151
szerencsetlennek	1	1	2.704151
szerencsetlennel	1	1	2.704151
szerencsetlensegben	1	1	2.704151
szerencsetlensegnem	1	1	2.704151
szerencsetlenul	1	1	2.704151
szereny	3	3	2.227029
szerenyebb	3	3	2.227029
szerenyebbek	1	1	2.704151
szerenyen	2	2	2.403121
szerenyeroinktol	1	1	2.704151
szerenykamat	1	1	2.704151
szerenylenne	1	1	2.704151
szerenysegbol	1	1	2.704151
szerep	7	5	2.005181
szerepe	15	12	1.624969
szerepeben	1	1	2.704151
szerepeert	1	1	2.704151
szerepei	1	1	2.704151
szerepeket	1	1	2.704151
szerepel	20	15	1.528059
szerepeljen	2	2	2.403121
szerepelne	1	1	2.704151
szerepelnek	2	2	2.403121
szerepelni	1	1	2.704151
szerepelnie	2	2	2.403121
szerepelt	6	5	2.005181
szerepelteteset	1	1	2.704151
szerepelteti	1	1	2.704151
szerepeltetik	1	1	2.704151
szerepere	1	1	2.704151
szerepet	22	17	1.473702
szerepevel	1	1	2.704151
szerepkort	1	1	2.704151
szerepkortjatszott	1	1	2.704151
szerepl	2	2	2.403121
szereplesenek	1	1	2.704151
szerepleserol	1	1	2.704151
szereplo	7	6	1.925999
szereploi	1	1	2.704151
szerepre	2	2	2.403121
szerepteveszteskent	1	1	2.704151
szerepunket	1	1	2.704151
szerepunkvan	1	1	2.704151
szerepvallalasat	2	2	2.403121
szerepvar	1	1	2.704151
szeres	1	1	2.704151
szeresd	1	1	2.704151
szereset	1	1	2.704151
szeress	1	1	2.704151
szeret	2	2	2.403121
szeretek	2	2	2.403121
szeretem	2	2	2.403121
szeretet	2	1	2.704151
szeretetben	1	1	2.704151
szereteteben	1	1	2.704151
szeretetnyilv	1	1	2.704151
szeretett	1	1	2.704151
szeretettel	1	1	2.704151
szeretetteljes	1	1	2.704151
szeretettorveny	1	1	2.704151
szeretettorvenyt	1	1	2.704151
szeretheti	1	1	2.704151
szeretik	3	3	2.227029
szeretjuk	1	1	2.704151
szeretkezeseiket	1	1	2.704151
szeretlek	1	1	2.704151
szeretn	3	2	2.403121
szeretne	25	14	1.558022
szeretnehozzajutni	1	1	2.704151
szeretnek	8	8	1.801061
szeretneknovelni	1	1	2.704151
szeretnekuldetni	1	1	2.704151
szeretnem	5	5	2.005181
szeretnenek	3	3	2.227029
szeretnenk	4	2	2.403121
szeretnenkfenntartani	1	1	2.704151
szeretni	5	4	2.102091
szeretoje	1	1	2.704151
szeretonep	1	1	2.704151
szeretsz	1	1	2.704151
szerette	1	1	2.704151
szerettek	6	5	2.005181
szerettem	4	2	2.403121
szerettuk	1	1	2.704151
szerez	4	4	2.102091
szerezhet	1	1	2.704151
szerezheti	2	2	2.403121
szerezhetnek	1	1	2.704151
szerezheto	1	1	2.704151
szerezhetunk	1	1	2.704151
szereznevissza	1	1	2.704151
szerezni	4	3	2.227029
szereznie	2	2	2.403121
szerezte	4	3	2.227029
szereztek	4	4	2.102091
szereztunk	2	2	2.403121
szerezze	1	1	2.704151
szerezzek	1	1	2.704151
szerezzen	2	2	2.403121
szerezzenek	1	1	2.704151
szergej	3	3	2.227029
szerint	676	42	1.080901
szerinta	1	1	2.704151
szerintannak	1	1	2.704151
szerintaz	2	2	2.403121
szerintazok	1	1	2.704151
szerintcsintalan	1	1	2.704151
szerinte	45	24	1.323939
szerinteennek	1	1	2.704151
szerintegaranciak	1	1	2.704151
szerintekompromisszumok	1	1	2.704151
szerintem	12	5	2.005181
szerintenemzetgyalazo	1	1	2.704151
szerintezzel	1	1	2.704151
szerinthorn	1	1	2.704151
szerinti	11	8	1.801061
szerintkivanja	1	1	2.704151
szerintkivanta	1	1	2.704151
szerintkorai	1	1	2.704151
szerintkorlatoznak	1	1	2.704151
szerintkozos	1	1	2.704151
szerintl	1	1	2.704151
szerintmagyarorszagon	1	1	2.704151
szerintmeg	1	1	2.704151
szerintmegfogalmazott	1	1	2.704151
szerintmegkornyekezhetetlen	1	1	2.704151
szerintmillio	1	1	2.704151
szerintmindharom	1	1	2.704151
szerintuk	12	8	1.801061
szerintukaz	1	1	2.704151
szerintunk	1	1	2.704151
szerk	40	23	1.342423
szerkeszt	3	2	2.403121
szerkesztes	2	1	2.704151
szerkesztett	1	1	2.704151
szerkesztette	1	1	2.704151
szerkeszthette	1	1	2.704151
szerkeszto	3	3	2.227029
szerkesztobizottsag	1	1	2.704151
szerkesztohoz	1	1	2.704151
szerkesztoi	2	1	2.704151
szerkesztoje	3	3	2.227029
szerkesztojeantall	1	1	2.704151
szerkesztok	1	1	2.704151
szerkesztoseg	5	5	2.005181
szerkesztosege	7	6	1.925999
szerkesztosegebe	2	1	2.704151
szerkesztosegebol	1	1	2.704151
szerkesztosegek	1	1	2.704151
szerkesztosegenek	1	1	2.704151
szerkesztoseget	2	2	2.403121
szerkesztosegi	2	2	2.403121
szerkesztosegnek	21	20	1.403121
szerkesztosegtol	1	1	2.704151
szerkesztot	1	1	2.704151
szerkesztve	3	3	2.227029
szerkezetben	2	2	2.403121
szerkezete	3	3	2.227029
szerkezetebe	2	1	2.704151
szerkezetere	1	1	2.704151
szerkezetet	1	1	2.704151
szerkezetevel	1	1	2.704151
szerkezethez	1	1	2.704151
szerkezetikorszerusiteseben	1	1	2.704151
szerkezetu	1	1	2.704151
szerodes	1	1	2.704151
szerojenek	1	1	2.704151
szerolni	1	1	2.704151
szerszamokat	1	1	2.704151
szerszamreszlegben	1	1	2.704151
szert	6	6	1.925999
szertartasait	1	1	2.704151
szertartasok	1	1	2.704151
szertartasrol	1	1	2.704151
szerte	5	4	2.102091
szeru	4	3	2.227029
szerubb	1	1	2.704151
szeruen	2	2	2.403121
szerulakotelep	1	1	2.704151
szerv	6	5	2.005181
szerveik	1	1	2.704151
szerveinel	3	2	2.403121
szerveivevalnak	1	1	2.704151
szervek	6	5	2.005181
szervekbe	1	1	2.704151
szerveket	1	1	2.704151
szervekmegerositesevel	1	1	2.704151
szerveknel	1	1	2.704151
szerveren	1	1	2.704151
szerverjen	1	1	2.704151
szerves	8	7	1.859052
szervesanyag	1	1	2.704151
szervesebben	1	1	2.704151
szervesen	3	3	2.227029
szervet	1	1	2.704151
szervez	8	6	1.925999
szervezes	1	1	2.704151
szervezese	1	1	2.704151
szervezeseben	2	1	2.704151
szervezesemiatt	1	1	2.704151
szervezesert	1	1	2.704151
szervezeset	1	1	2.704151
szervezesi	5	3	2.227029
szervezet	53	23	1.342423
szervezetbe	1	1	2.704151
szervezete	10	8	1.801061
szervezetehez	1	1	2.704151
szervezetei	3	3	2.227029
szervezeteik	1	1	2.704151
szervezeteinek	1	1	2.704151
szervezeteink	1	1	2.704151
szervezeteirol	1	1	2.704151
szervezeteit	2	2	2.403121
szervezetek	27	15	1.528059
szervezetekben	1	1	2.704151
szervezeteket	4	4	2.102091
szervezetekkel	1	1	2.704151
szervezetekkelfennallo	1	1	2.704151
szervezetekmegbeszelesen	1	1	2.704151
szervezeteknek	1	1	2.704151
szervezetenek	4	4	2.102091
szervezetere	1	1	2.704151
szervezetet	5	5	2.005181
szervezetgazdalkodasat	1	1	2.704151
szervezethez	1	1	2.704151
szervezeti	3	3	2.227029
szervezetileg	1	1	2.704151
szervezetkent	1	1	2.704151
szervezetkentkivan	1	1	2.704151
szervezetkialakitasa	1	1	2.704151
szervezetnagykoveti	1	1	2.704151
szervezetnek	3	3	2.227029
szervezetnekjanuarban	1	1	2.704151
szervezetonallo	1	1	2.704151
szervezetszinten	1	1	2.704151
szervezett	18	12	1.624969
szervezettek	1	1	2.704151
szervezettel	1	1	2.704151
szervezetten	1	1	2.704151
szervezettiltakozik	1	1	2.704151
szervezetukben	1	1	2.704151
szervezked	1	1	2.704151
szerveznenek	2	1	2.704151
szervezni	2	2	2.403121
szervezo	3	2	2.403121
szervezodes	1	1	2.704151
szervezoi	2	2	2.403121
szervezoje	2	2	2.403121
szervezojenek	1	1	2.704151
szervezoket	1	1	2.704151
szervezte	1	1	2.704151
szerveztek	3	3	2.227029
szervezunk	1	1	2.704151
szervezze	1	1	2.704151
szervi	1	1	2.704151
szervkent	2	1	2.704151
szerz	2	2	2.403121
szerzemenye	1	1	2.704151
szerzetes	1	1	2.704151
szerzetesrend	1	1	2.704151
szerzetesseliden	1	1	2.704151
szerzett	7	4	2.102091
szerzetttapasztalathoz	1	1	2.704151
szerzi	4	4	2.102091
szerzik	1	1	2.704151
szerzo	13	12	1.624969
szerzodes	40	8	1.801061
szerzodesalapjan	1	1	2.704151
szerzodesbe	2	1	2.704151
szerzodesben	5	3	2.227029
szerzodesbontas	1	1	2.704151
szerzodeseibol	1	1	2.704151
szerzodeseikben	1	1	2.704151
szerzodesek	8	4	2.102091
szerzodesekben	1	1	2.704151
szerzodeseket	4	3	2.227029
szerzodesekkel	2	1	2.704151
szerzodeseksem	1	1	2.704151
szerzodesen	4	2	2.403121
szerzodeset	1	1	2.704151
szerzodeshez	3	3	2.227029
szerzodesi	2	2	2.403121
szerzodesnek	7	4	2.102091
szerzodesnel	1	1	2.704151
szerzodessel	1	1	2.704151
szerzodest	21	16	1.500031
szerzodestborisz	1	1	2.704151
szerzodestervezet	1	1	2.704151
szerzodo	83	3	2.227029
szerzodott	2	2	2.403121
szerzogarda	1	1	2.704151
szerzoi	2	2	2.403121
szerzoijog	1	1	2.704151
szerzoje	7	7	1.859052
szerzojenek	1	1	2.704151
szerzojevel	1	1	2.704151
szerzok	1	1	2.704151
